2022-06-24 01:56:36 status unpacked libdjvulibre-text:all 3.5.28-2
2022-06-24 01:56:36 install libdjvulibre21:amd64 <none> 3.5.28-2
2022-06-24 01:56:36 status half-installed libdjvulibre21:amd64 3.5.28-2
2022-06-24 01:56:37 status unpacked libdjvulibre21:amd64 3.5.28-2
2022-06-24 01:56:37 install libmagickwand-6.q16-6:amd64 <none> 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 status half-installed libmagickwand-6.q16-6:amd64 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 install libilmbase25:amd64 <none> 2.5.4-1
2022-06-24 01:56:37 status half-installed libilmbase25:amd64 2.5.4-1
2022-06-24 01:56:37 status unpacked libilmbase25:amd64 2.5.4-1
2022-06-24 01:56:37 install libopenexr25:amd64 <none> 2.5.4-2
2022-06-24 01:56:37 status half-installed libopenexr25:amd64 2.5.4-2
2022-06-24 01:56:37 status unpacked libopenexr25:amd64 2.5.4-2
2022-06-24 01:56:37 install fontconfig:amd64 <none> 2.13.1-4.2
2022-06-24 01:56:37 status half-installed fontconfig:amd64 2.13.1-4.2
2022-06-24 01:56:37 status unpacked fontconfig:amd64 2.13.1-4.2
2022-06-24 01:56:37 install libfribidi0:amd64 <none> 1.0.8-2
2022-06-24 01:56:37 status half-installed libfribidi0:amd64 1.0.8-2
2022-06-24 01:56:37 status unpacked libfribidi0:amd64 1.0.8-2
2022-06-24 01:56:37 install libgraphite2-3:amd64 <none> 1.3.14-1
2022-06-24 01:56:37 status half-installed libgraphite2-3:amd64 1.3.14-1
2022-06-24 01:56:37 status unpacked libgraphite2-3:amd64 1.3.14-1
2022-06-24 01:56:37 install libharfbuzz0b:amd64 <none> 2.7.4-1
2022-06-24 01:56:37 status half-installed libharfbuzz0b:amd64 2.7.4-1
2022-06-24 01:56:37 status unpacked libharfbuzz0b:amd64 2.7.4-1
2022-06-24 01:56:37 install libthai-data:all <none> 0.1.28-3
2022-06-24 01:56:37 status half-installed libthai-data:all 0.1.28-3
2022-06-24 01:56:37 status unpacked libthai-data:all 0.1.28-3
2022-06-24 01:56:37 install libdatrie1:amd64 <none> 0.2.13-1
2022-06-24 01:56:37 status half-installed libdatrie1:amd64 0.2.13-1
2022-06-24 01:56:37 status unpacked libdatrie1:amd64 0.2.13-1
2022-06-24 01:56:37 install libthai0:amd64 <none> 0.1.28-3
2022-06-24 01:56:37 status half-installed libthai0:amd64 0.1.28-3
2022-06-24 01:56:37 status unpacked libthai0:amd64 0.1.28-3
2022-06-24 01:56:37 install libpango-1.0-0:amd64 <none> 1.46.2-3
2022-06-24 01:56:37 status half-installed libpango-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 status unpacked libpango-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 install libpangoft2-1.0-0:amd64 <none> 1.46.2-3
2022-06-24 01:56:37 status half-installed libpangoft2-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 status unpacked libpangoft2-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 install libpangocairo-1.0-0:amd64 <none> 1.46.2-3
2022-06-24 01:56:37 status half-installed libpangocairo-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 status unpacked libpangocairo-1.0-0:amd64 1.46.2-3
2022-06-24 01:56:37 install libwmf0.2-7:amd64 <none> 0.2.8.4-17
2022-06-24 01:56:37 status half-installed libwmf0.2-7:amd64 0.2.8.4-17
2022-06-24 01:56:37 status unpacked libwmf0.2-7:amd64 0.2.8.4-17
2022-06-24 01:56:37 install libmagickcore-6.q16-6-extra:amd64 <none> 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 status half-installed libmagickcore-6.q16-6-extra:amd64 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 status unpacked libmagickcore-6.q16-6-extra:amd64 8:6.9.11.60+dfsg-1.3
2022-06-24 01:56:37 install libbz2-dev:amd64 <none> 1.0.8-4
2022-06-24 01:56:37 status half-installed libbz2-dev:amd64 1.0.8-4
2022-06-24 01:56:37 status unpacked libbz2-dev:amd64 1.0.8-4
2022-06-24 01:56:37 install libjpeg62-turbo-dev:amd64 <none> 1:2.0.6-4
2022-06-24 01:56:37 status half-installed libjpeg62-turbo-dev:amd64 1:2.0.6-4
2022-06-24 01:56:37 status unpacked libjpeg62-turbo-dev:amd64 1:2.0.6-4
2022-06-24 01:56:37 install libjpeg-dev:amd64 <none> 1:2.0.6-4
2022-06-24 01:56:37 status half-installed libjpeg-dev:amd64 1:2.0.6-4
2022-06-24 01:56:37 status unpacked libjpeg-dev:amd64 1:2.0.6-4
2022-06-24 01:56:37 install libdjvulibre-dev:amd64 <none> 3.5.28-2
2022-06-24 01:56:37 status half-installed libdjvulibre-dev:amd64 3.5.28-2
2022-06-24 01:56:38 status unpacked libdjvulibre-dev:amd64 3.5.28-2
2022-06-24 01:56:38 install libexif12:amd64 <none> 0.6.22-3
2022-06-24 01:56:38 status half-installed libexif12:amd64 0.6.22-3
2022-06-24 01:56:38 status unpacked libexif12:amd64 0.6.22-3
2022-06-24 01:56:38 install libexif-dev:amd64 <none> 0.6.22-3
2022-06-24 01:56:38 status half-installed libexif-dev:amd64 0.6.22-3
2022-06-24 01:56:38 status unpacked libexif-dev:amd64 0.6.22-3
2022-06-24 01:56:38 install libbrotli-dev:amd64 <none> 1.0.9-2+b2
2022-06-24 01:56:38 status half-installed libbrotli-dev:amd64 1.0.9-2+b2
2022-06-24 01:56:38 status unpacked libbrotli-dev:amd64 1.0.9-2+b2
2022-06-24 01:56:38 install zlib1g-dev:amd64 <none> 1:1.2.11.dfsg-2+deb11u1
2022-06-24 01:56:38 status half-installed zlib1g-dev:amd64 1:1.2.11.dfsg-2+deb11u1
2022-06-24 01:56:38 status unpacked zlib1g-dev:amd64 1:1.2.11.dfsg-2+deb11u1
2022-06-24 01:56:38 install libpng-dev:amd64 <none> 1.6.37-3
2022-06-24 01:56:38 status half-installed libpng-dev:amd64 1.6.37-3
2022-06-24 01:56:38 status unpacked libpng-dev:amd64 1.6.37-3
2022-06-24 01:56:38 install libfreetype-dev:amd64 <none> 2.10.4+dfsg-1
2022-06-24 01:56:38 status half-installed libfreetype-dev:amd64 2.10.4+dfsg-1
2022-06-24 01:56:38 status unpacked libfreetype-dev:amd64 2.10.4+dfsg-1
2022-06-24 01:56:38 install libfreetype6-dev:amd64 <none> 2.10.4+dfsg-1
2022-06-24 01:56:38 status half-installed libfreetype6-dev:amd64 2.10.4+dfsg-1
2022-06-24 01:56:38 status unpacked libfreetype6-dev:amd64 2.10.4+dfsg-1
2022-06-24 01:56:38 install libopenjp2-7-dev:amd64 <none> 2.4.0-3
2022-06-24 01:56:38 status half-installed libopenjp2-7-dev:amd64 2.4.0-3
2022-06-24 01:56:38 status unpacked libopenjp2-7-dev:amd64 2.4.0-3
2022-06-24 01:56:38 install liblcms2-dev:amd64 <none> 2.12~rc1-2
2022-06-24 01:56:38 status half-installed liblcms2-dev:amd64 2.12~rc1-2
2022-06-24 01:56:38 status unpacked liblcms2-dev:amd64 2.12~rc1-2
2022-06-24 01:56:38 install liblqr-1-0-dev:amd64 <none> 0.4.2-2.1
2022-06-24 01:56:38 status half-installed liblqr-1-0-dev:amd64 0.4.2-2.1
2022-06-24 01:56:38 status unpacked liblqr-1-0-dev:amd64 0.4.2-2.1
2022-06-24 01:56:38 install autotools-dev:all <none> 20180224.1+nmu1
2022-06-24 01:56:38 status half-installed autotools-dev:all 20180224.1+nmu1
2022-06-24 01:56:38 status unpacked autotools-dev:all 20180224.1+nmu1
2022-06-24 01:56:38 install automake:all <none> 1:1.16.3-2
2022-06-24 01:56:38 status half-installed automake:all 1:1.16.3-2
2022-06-24 01:56:38 status unpacked automake:all 1:1.16.3-2
2022-06-24 01:56:38 install libltdl-dev:amd64 <none> 2.4.6-15
2022-06-24 01:56:38 status half-installed libltdl-dev:amd64 2.4.6-15
2022-06-24 01:56:38 status unpacked libltdl-dev:amd64 2.4.6-15
2022-06-24 01:56:38 install libilmbase-dev:amd64 <none> 2.5.4-1
2022-06-24 01:56:38 status half-installed libilmbase-dev:amd64 2.5.4-1
2022-06-24 01:56:38 status unpacked libilmbase-dev:amd64 2.5.4-1
2022-06-24 01:56:38 install libopenexr-dev:amd64 <none> 2.5.4-2
2022-06-24 01:56:38 status half-installed libopenexr-dev:amd64 2.5.4-2
2022-06-24 01:56:39 status unpacked libopenexr-dev:amd64 2.5.4-2
2022-06-24 01:56:39 install libgirepository-1.0-1:amd64 <none> 1.66.1-1+b1
2022-06-24 01:56:39 status half-installed libgirepository-1.0-1:amd64 1.66.1-1+b1
2022-06-24 01:56:39 status unpacked libgirepository-1.0-1:amd64 1.66.1-1+b1
2022-06-24 01:56:39 install gir1.2-glib-2.0:amd64 <none> 1.66.1-1+b1
2022-06-24 01:56:39 status half-installed gir1.2-glib-2.0:amd64 1.66.1-1+b1
2022-06-24 01:56:39 status unpacked gir1.2-glib-2.0:amd64 1.66.1-1+b1
2022-06-24 01:56:39 install gir1.2-freedesktop:amd64 <none> 1.66.1-1+b1
2022-06-24 01:56:39 status half-installed gir1.2-freedesktop:amd64 1.66.1-1+b1
2022-06-24 01:56:39 status unpacked gir1.2-freedesktop:amd64 1.66.1-1+b1
2022-06-24 01:56:39 install libgdk-pixbuf2.0-common:all <none> 2.42.2+dfsg-1
2022-06-24 01:56:39 status half-installed libgdk-pixbuf2.0-common:all 2.42.2+dfsg-1
2022-06-24 01:56:39 status unpacked libgdk-pixbuf2.0-common:all 2.42.2+dfsg-1
2022-06-24 01:56:39 install shared-mime-info:amd64 <none> 2.0-1
2022-06-24 01:56:39 status half-installed shared-mime-info:amd64 2.0-1
2022-06-24 01:56:39 status unpacked shared-mime-info:amd64 2.0-1
2022-06-24 01:56:39 install libgdk-pixbuf-2.0-0:amd64 <none> 2.42.2+dfsg-1
2022-06-24 01:56:39 status half-installed libgdk-pixbuf-2.0-0:amd64 2.42.2+dfsg-1
2022-06-24 01:56:39 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.2+dfsg-1
2022-06-24 01:56:39 install gir1.2-gdkpixbuf-2.0:amd64 <none> 2.42.2+dfsg-1
2022-06-24 01:56:39 status half-installed gir1.2-gdkpixbuf-2.0:amd64 2.42.2+dfsg-1
2022-06-24 01:56:39 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.42.2+dfsg-1
2022-06-24 01:56:39 install libcairo-gobject2:amd64 <none> 1.16.0-5
2022-06-24 01:56:39 status half-installed libcairo-gobject2:amd64 1.16.0-5
2022-06-24 01:56:39 status unpacked libcairo-gobject2:amd64 1.16.0-5
2022-06-24 01:56:39 install librsvg2-2:amd64 <none> 2.50.3+dfsg-1
2022-06-24 01:56:39 status half-installed librsvg2-2:amd64 2.50.3+dfsg-1
2022-06-24 01:56:39 status unpacked librsvg2-2:amd64 2.50.3+dfsg-1
2022-06-24 01:56:39 install gir1.2-rsvg-2.0:amd64 <none> 2.50.3+dfsg-1
2022-06-24 01:56:39 status half-installed gir1.2-rsvg-2.0:amd64 2.50.3+dfsg-1
2022-06-24 01:56:39 status unpacked gir1.2-rsvg-2.0:amd64 2.50.3+dfsg-1
2022-06-24 01:56:39 install liblzo2-2:amd64 <none> 2.10-2
2022-06-24 01:56:39 status half-installed liblzo2-2:amd64 2.10-2
2022-06-24 01:56:39 status unpacked liblzo2-2:amd64 2.10-2
2022-06-24 01:56:39 install libcairo-script-interpreter2:amd64 <none> 1.16.0-5
2022-06-24 01:56:39 status half-installed libcairo-script-interpreter2:amd64 1.16.0-5
2022-06-24 01:56:39 status unpacked libcairo-script-interpreter2:amd64 1.16.0-5
2022-06-24 01:56:39 install libexpat1-dev:amd64 <none> 2.2.10-2+deb11u3
2022-06-24 01:56:39 status half-installed libexpat1-dev:amd64 2.2.10-2+deb11u3
2022-06-24 01:56:39 status unpacked libexpat1-dev:amd64 2.2.10-2+deb11u3
2022-06-24 01:56:39 install uuid-dev:amd64 <none> 2.36.1-8+deb11u1
2022-06-24 01:56:39 status half-installed uuid-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:39 status unpacked uuid-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:39 install libfontconfig-dev:amd64 <none> 2.13.1-4.2
2022-06-24 01:56:39 status half-installed libfontconfig-dev:amd64 2.13.1-4.2
2022-06-24 01:56:39 status unpacked libfontconfig-dev:amd64 2.13.1-4.2
2022-06-24 01:56:40 install libfontconfig1-dev:amd64 <none> 2.13.1-4.2
2022-06-24 01:56:40 status half-installed libfontconfig1-dev:amd64 2.13.1-4.2
2022-06-24 01:56:40 status unpacked libfontconfig1-dev:amd64 2.13.1-4.2
2022-06-24 01:56:40 install xorg-sgml-doctools:all <none> 1:1.11-1.1
2022-06-24 01:56:40 status half-installed xorg-sgml-doctools:all 1:1.11-1.1
2022-06-24 01:56:40 status unpacked xorg-sgml-doctools:all 1:1.11-1.1
2022-06-24 01:56:40 install x11proto-dev:all <none> 2020.1-1
2022-06-24 01:56:40 status half-installed x11proto-dev:all 2020.1-1
2022-06-24 01:56:40 status unpacked x11proto-dev:all 2020.1-1
2022-06-24 01:56:40 install libxau-dev:amd64 <none> 1:1.0.9-1
2022-06-24 01:56:40 status half-installed libxau-dev:amd64 1:1.0.9-1
2022-06-24 01:56:40 status unpacked libxau-dev:amd64 1:1.0.9-1
2022-06-24 01:56:40 install libxdmcp-dev:amd64 <none> 1:1.1.2-3
2022-06-24 01:56:40 status half-installed libxdmcp-dev:amd64 1:1.1.2-3
2022-06-24 01:56:40 status unpacked libxdmcp-dev:amd64 1:1.1.2-3
2022-06-24 01:56:40 install xtrans-dev:all <none> 1.4.0-1
2022-06-24 01:56:40 status half-installed xtrans-dev:all 1.4.0-1
2022-06-24 01:56:40 status unpacked xtrans-dev:all 1.4.0-1
2022-06-24 01:56:40 install libpthread-stubs0-dev:amd64 <none> 0.4-1
2022-06-24 01:56:40 status half-installed libpthread-stubs0-dev:amd64 0.4-1
2022-06-24 01:56:40 status unpacked libpthread-stubs0-dev:amd64 0.4-1
2022-06-24 01:56:40 install libxcb1-dev:amd64 <none> 1.14-3
2022-06-24 01:56:40 status half-installed libxcb1-dev:amd64 1.14-3
2022-06-24 01:56:40 status unpacked libxcb1-dev:amd64 1.14-3
2022-06-24 01:56:40 install libx11-dev:amd64 <none> 2:1.7.2-1
2022-06-24 01:56:40 status half-installed libx11-dev:amd64 2:1.7.2-1
2022-06-24 01:56:40 status unpacked libx11-dev:amd64 2:1.7.2-1
2022-06-24 01:56:40 install libxrender-dev:amd64 <none> 1:0.9.10-1
2022-06-24 01:56:40 status half-installed libxrender-dev:amd64 1:0.9.10-1
2022-06-24 01:56:40 status unpacked libxrender-dev:amd64 1:0.9.10-1
2022-06-24 01:56:40 install x11proto-xext-dev:all <none> 2020.1-1
2022-06-24 01:56:40 status half-installed x11proto-xext-dev:all 2020.1-1
2022-06-24 01:56:40 status unpacked x11proto-xext-dev:all 2020.1-1
2022-06-24 01:56:40 install libxext-dev:amd64 <none> 2:1.3.3-1.1
2022-06-24 01:56:40 status half-installed libxext-dev:amd64 2:1.3.3-1.1
2022-06-24 01:56:40 status unpacked libxext-dev:amd64 2:1.3.3-1.1
2022-06-24 01:56:40 install x11-common:all <none> 1:7.7+22
2022-06-24 01:56:40 status half-installed x11-common:all 1:7.7+22
2022-06-24 01:56:40 status unpacked x11-common:all 1:7.7+22
2022-06-24 01:56:40 install libice6:amd64 <none> 2:1.0.10-1
2022-06-24 01:56:40 status half-installed libice6:amd64 2:1.0.10-1
2022-06-24 01:56:40 status unpacked libice6:amd64 2:1.0.10-1
2022-06-24 01:56:40 install libsm6:amd64 <none> 2:1.2.3-1
2022-06-24 01:56:40 status half-installed libsm6:amd64 2:1.2.3-1
2022-06-24 01:56:40 status unpacked libsm6:amd64 2:1.2.3-1
2022-06-24 01:56:40 install libice-dev:amd64 <none> 2:1.0.10-1
2022-06-24 01:56:40 status half-installed libice-dev:amd64 2:1.0.10-1
2022-06-24 01:56:40 status unpacked libice-dev:amd64 2:1.0.10-1
2022-06-24 01:56:40 install libsm-dev:amd64 <none> 2:1.2.3-1
2022-06-24 01:56:40 status half-installed libsm-dev:amd64 2:1.2.3-1
2022-06-24 01:56:40 status unpacked libsm-dev:amd64 2:1.2.3-1
2022-06-24 01:56:40 install libpixman-1-dev:amd64 <none> 0.40.0-1
2022-06-24 01:56:40 status half-installed libpixman-1-dev:amd64 0.40.0-1
2022-06-24 01:56:40 status unpacked libpixman-1-dev:amd64 0.40.0-1
2022-06-24 01:56:40 install libxcb-render0-dev:amd64 <none> 1.14-3
2022-06-24 01:56:40 status half-installed libxcb-render0-dev:amd64 1.14-3
2022-06-24 01:56:40 status unpacked libxcb-render0-dev:amd64 1.14-3
2022-06-24 01:56:40 install libxcb-shm0-dev:amd64 <none> 1.14-3
2022-06-24 01:56:40 status half-installed libxcb-shm0-dev:amd64 1.14-3
2022-06-24 01:56:40 status unpacked libxcb-shm0-dev:amd64 1.14-3
2022-06-24 01:56:40 install libffi-dev:amd64 <none> 3.3-6
2022-06-24 01:56:40 status half-installed libffi-dev:amd64 3.3-6
2022-06-24 01:56:40 status unpacked libffi-dev:amd64 3.3-6
2022-06-24 01:56:40 install libglib2.0-data:all <none> 2.66.8-1
2022-06-24 01:56:40 status half-installed libglib2.0-data:all 2.66.8-1
2022-06-24 01:56:41 status unpacked libglib2.0-data:all 2.66.8-1
2022-06-24 01:56:41 install libelf1:amd64 <none> 0.183-1
2022-06-24 01:56:41 status half-installed libelf1:amd64 0.183-1
2022-06-24 01:56:41 status unpacked libelf1:amd64 0.183-1
2022-06-24 01:56:41 install libglib2.0-bin:amd64 <none> 2.66.8-1
2022-06-24 01:56:41 status half-installed libglib2.0-bin:amd64 2.66.8-1
2022-06-24 01:56:41 status unpacked libglib2.0-bin:amd64 2.66.8-1
2022-06-24 01:56:41 install libpython3.9-minimal:amd64 <none> 3.9.2-1
2022-06-24 01:56:41 status half-installed libpython3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 status unpacked libpython3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 install python3.9-minimal:amd64 <none> 3.9.2-1
2022-06-24 01:56:41 status half-installed python3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 status unpacked python3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 startup packages configure
2022-06-24 01:56:41 configure libpython3.9-minimal:amd64 3.9.2-1 <none>
2022-06-24 01:56:41 status unpacked libpython3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 status half-configured libpython3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 status installed libpython3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 configure python3.9-minimal:amd64 3.9.2-1 <none>
2022-06-24 01:56:41 status unpacked python3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:41 status half-configured python3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:42 status installed python3.9-minimal:amd64 3.9.2-1
2022-06-24 01:56:42 startup archives unpack
2022-06-24 01:56:42 install python3-minimal:amd64 <none> 3.9.2-3
2022-06-24 01:56:42 status half-installed python3-minimal:amd64 3.9.2-3
2022-06-24 01:56:42 status unpacked python3-minimal:amd64 3.9.2-3
2022-06-24 01:56:42 install libmpdec3:amd64 <none> 2.5.1-1
2022-06-24 01:56:42 status half-installed libmpdec3:amd64 2.5.1-1
2022-06-24 01:56:42 status unpacked libmpdec3:amd64 2.5.1-1
2022-06-24 01:56:42 install libpython3.9-stdlib:amd64 <none> 3.9.2-1
2022-06-24 01:56:42 status half-installed libpython3.9-stdlib:amd64 3.9.2-1
2022-06-24 01:56:42 status unpacked libpython3.9-stdlib:amd64 3.9.2-1
2022-06-24 01:56:42 install python3.9:amd64 <none> 3.9.2-1
2022-06-24 01:56:42 status half-installed python3.9:amd64 3.9.2-1
2022-06-24 01:56:42 status triggers-pending mailcap:all 3.69
2022-06-24 01:56:42 status unpacked python3.9:amd64 3.9.2-1
2022-06-24 01:56:42 install libpython3-stdlib:amd64 <none> 3.9.2-3
2022-06-24 01:56:42 status half-installed libpython3-stdlib:amd64 3.9.2-3
2022-06-24 01:56:42 status unpacked libpython3-stdlib:amd64 3.9.2-3
2022-06-24 01:56:42 startup packages configure
2022-06-24 01:56:42 configure python3-minimal:amd64 3.9.2-3 <none>
2022-06-24 01:56:42 status unpacked python3-minimal:amd64 3.9.2-3
2022-06-24 01:56:42 status half-configured python3-minimal:amd64 3.9.2-3
2022-06-24 01:56:42 status installed python3-minimal:amd64 3.9.2-3
2022-06-24 01:56:42 startup archives unpack
2022-06-24 01:56:42 install python3:amd64 <none> 3.9.2-3
2022-06-24 01:56:42 status half-installed python3:amd64 3.9.2-3
2022-06-24 01:56:42 status unpacked python3:amd64 3.9.2-3
2022-06-24 01:56:42 install python3-lib2to3:all <none> 3.9.2-1
2022-06-24 01:56:42 status half-installed python3-lib2to3:all 3.9.2-1
2022-06-24 01:56:42 status unpacked python3-lib2to3:all 3.9.2-1
2022-06-24 01:56:42 install python3-distutils:all <none> 3.9.2-1
2022-06-24 01:56:42 status half-installed python3-distutils:all 3.9.2-1
2022-06-24 01:56:42 status unpacked python3-distutils:all 3.9.2-1
2022-06-24 01:56:42 install libglib2.0-dev-bin:amd64 <none> 2.66.8-1
2022-06-24 01:56:42 status half-installed libglib2.0-dev-bin:amd64 2.66.8-1
2022-06-24 01:56:42 status unpacked libglib2.0-dev-bin:amd64 2.66.8-1
2022-06-24 01:56:42 install libblkid-dev:amd64 <none> 2.36.1-8+deb11u1
2022-06-24 01:56:42 status half-installed libblkid-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:42 status unpacked libblkid-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:42 install libsepol1-dev:amd64 <none> 3.1-1
2022-06-24 01:56:42 status half-installed libsepol1-dev:amd64 3.1-1
2022-06-24 01:56:42 status unpacked libsepol1-dev:amd64 3.1-1
2022-06-24 01:56:43 install libpcre2-16-0:amd64 <none> 10.36-2
2022-06-24 01:56:43 status half-installed libpcre2-16-0:amd64 10.36-2
2022-06-24 01:56:43 status unpacked libpcre2-16-0:amd64 10.36-2
2022-06-24 01:56:43 install libpcre2-32-0:amd64 <none> 10.36-2
2022-06-24 01:56:43 status half-installed libpcre2-32-0:amd64 10.36-2
2022-06-24 01:56:43 status unpacked libpcre2-32-0:amd64 10.36-2
2022-06-24 01:56:43 install libpcre2-posix2:amd64 <none> 10.36-2
2022-06-24 01:56:43 status half-installed libpcre2-posix2:amd64 10.36-2
2022-06-24 01:56:43 status unpacked libpcre2-posix2:amd64 10.36-2
2022-06-24 01:56:43 install libpcre2-dev:amd64 <none> 10.36-2
2022-06-24 01:56:43 status half-installed libpcre2-dev:amd64 10.36-2
2022-06-24 01:56:43 status unpacked libpcre2-dev:amd64 10.36-2
2022-06-24 01:56:43 install libselinux1-dev:amd64 <none> 3.1-3
2022-06-24 01:56:43 status half-installed libselinux1-dev:amd64 3.1-3
2022-06-24 01:56:43 status unpacked libselinux1-dev:amd64 3.1-3
2022-06-24 01:56:43 install libmount-dev:amd64 <none> 2.36.1-8+deb11u1
2022-06-24 01:56:43 status half-installed libmount-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:43 status unpacked libmount-dev:amd64 2.36.1-8+deb11u1
2022-06-24 01:56:43 install libpcre16-3:amd64 <none> 2:8.39-13
2022-06-24 01:56:43 status half-installed libpcre16-3:amd64 2:8.39-13
2022-06-24 01:56:43 status unpacked libpcre16-3:amd64 2:8.39-13
2022-06-24 01:56:43 install libpcre32-3:amd64 <none> 2:8.39-13
2022-06-24 01:56:43 status half-installed libpcre32-3:amd64 2:8.39-13
2022-06-24 01:56:43 status unpacked libpcre32-3:amd64 2:8.39-13
2022-06-24 01:56:43 install libpcrecpp0v5:amd64 <none> 2:8.39-13
2022-06-24 01:56:43 status half-installed libpcrecpp0v5:amd64 2:8.39-13
2022-06-24 01:56:43 status unpacked libpcrecpp0v5:amd64 2:8.39-13
2022-06-24 01:56:43 install libpcre3-dev:amd64 <none> 2:8.39-13
2022-06-24 01:56:43 status half-installed libpcre3-dev:amd64 2:8.39-13
2022-06-24 01:56:43 status unpacked libpcre3-dev:amd64 2:8.39-13
2022-06-24 01:56:43 install libglib2.0-dev:amd64 <none> 2.66.8-1
2022-06-24 01:56:43 status half-installed libglib2.0-dev:amd64 2.66.8-1
2022-06-24 01:56:43 status triggers-pending libglib2.0-0:amd64 2.66.8-1
2022-06-24 01:56:43 status unpacked libglib2.0-dev:amd64 2.66.8-1
2022-06-24 01:56:43 install libcairo2-dev:amd64 <none> 1.16.0-5
2022-06-24 01:56:43 status half-installed libcairo2-dev:amd64 1.16.0-5
2022-06-24 01:56:43 status unpacked libcairo2-dev:amd64 1.16.0-5
2022-06-24 01:56:43 install libgdk-pixbuf2.0-bin:amd64 <none> 2.42.2+dfsg-1
2022-06-24 01:56:43 status half-installed libgdk-pixbuf2.0-bin:amd64 2.42.2+dfsg-1
2022-06-24 01:56:43 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.2+dfsg-1
2022-06-24 01:56:43 install libgdk-pixbuf-2.0-dev:amd64 <none> 2.42.2+dfsg-1
2022-06-24 01:56:43 status half-installed libgdk-pixbuf-2.0-dev:amd64 2.42.2+dfsg-1
2022-06-24 01:56:43 status unpacked libgdk-pixbuf-2.0-dev:amd64 2.42.2+dfsg-1
2022-06-24 01:56:43 install librsvg2-common:amd64 <none> 2.50.3+dfsg-1
2022-06-24 01:56:43 status half-installed librsvg2-common:amd64 2.50.3+dfsg-1
2022-06-24 01:56:43 status unpacked librsvg2-common:amd64 2.50.3+dfsg-1
2022-06-24 01:56:43 install librsvg2-dev:amd64 <none> 2.50.3+dfsg-1
2022-06-24 01:56:44 status half-installed librsvg2-dev:amd64 2.50.3+dfsg-1
2022-06-24 01:56:44 status unpacked librsvg2-dev:amd64 2.50.3+dfsg-1
2022-06-24 01:56:44 install libjbig-dev:amd64 <none> 2.1-3.1+b2
2022-06-24 01:56:44 status half-installed libjbig-dev:amd64 2.1-3.1+b2
2022-06-24 01:56:44 status unpacked libjbig-dev:amd64 2.1-3.1+b2
2022-06-24 01:56:44 install liblzma-dev:amd64 <none> 5.2.5-2.1~deb11u1
2022-06-24 01:56:44 status half-installed liblzma-dev:amd64 5.2.5-2.1~deb11u1
2022-06-24 01:56:44 status unpacked liblzma-dev:amd64 5.2.5-2.1~deb11u1
2022-06-24 01:56:44 install libtiffxx5:amd64 <none> 4.2.0-1+deb11u1
2022-06-24 01:56:44 status half-installed libtiffxx5:amd64 4.2.0-1+deb11u1
2022-06-24 01:56:44 status unpacked libtiffxx5:amd64 4.2.0-1+deb11u1
2022-06-24 01:56:44 install libdeflate-dev:amd64 <none> 1.7-1
2022-06-24 01:56:44 status half-installed libdeflate-dev:amd64 1.7-1
2022-06-24 01:56:44 status unpacked libdeflate-dev:amd64 1.7-1
2022-06-24 01:56:44 install libtiff-dev:amd64 <none> 4.2.0-1+deb11u1
2022-06-24 01:56:44 status half-installed libtiff-dev:amd64 4.2.0-1+deb11u1
2022-06-24 01:56:44 status unpacked libtiff-dev:amd64 4.2.0-1+deb11u1
2022-06-24 01:56:44 install libwmf-dev:amd64 <none> 0.2.8.4-17
2022-06-24 01:56:44 status half-installed libwmf-dev:amd64 0.2.8.4-17
2022-06-24 01:56:44 status unpacked libwmf-dev:amd64 0.2.8.4-17
2022-06-24 01:56:44 install icu-devtools:amd64 <none> 67.1-7
2022-06-24 01:56:44 status half-installed icu-devtools:amd64 67.1-7
